,Name,Price,Discount,Worthy,Final_rating,Number_of_ratings,5star,4star,3star,2star,1star,Brand,Genre,Sub-Genre,Publication_day,Publication_month,Publication_year,Operating_system,Sub_operating_system,Format,Platform,Other_features,Description,Description_bullets_num,Description_size
1400,Giana Sisters: Twisted Dreams - Rise of the Owlverlord [Online Game Code],4.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,5,8,0,26,9,2013,6,2,0,1,0,"Giana Sisters: Twisted Dreams - Rise of the Owlverlord is a blistering platformer with morphing worlds,
featuring seven brand new levels, a new boss and new gripping tracks from Chris Hülsbeck and Machinae Supremacy!
Powerful Abilities: Change Giana's personality to unleash her unique abilities - you'll need to control both sides to survive her dreams!
Intuitive Controls and Smooth Gameplay: Master the tight knit controls to defeat the cunning trials ahead",4,71
1406,DOOM UAC Bundle [PC Game] - Bethesda - 2016,25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,12,1,0,0,0,0,9,0,2,2,0,UAC Bundle includes DOOM Season Pass and Collectible steelbook,1,9
1421,Bloom! [Download],9.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,112,15,0,27,4,2015,1,1,0,1,0,"- 60 well-balanced levels to enjoy!
- 47 kinds of item upgrades to buy!
- 17 customers with their own life stories that play out in beautiful cutscenes.
- 6 countries to build your flower shops in!
- Original music compositions with American, French and Japanese stylings!",5,47
1431,Civilization VI: Maya and Gran Colombia Pack - PC [Online Game Code],8.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,6,4,0,21,5,2020,5,0,0,1,0,"This new content pack introduces the Maya civilization, led Lady Six Sky, and the Gran Colombia civilization, led by Simón Bolívar.
Also included is the new Apocalypse game mode as well as new City-States, Resources, and Natural Wonders.",2,38
1433,Book of Legends [Download],6.89,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,7,6,0,31,7,2014,1,5,0,1,0,"Discover a book that could change the balance of power
Travel to five different countries in search of the mysterious book
Enjoy a combination of Hidden Object scenes and puzzles
Immerse in this captivating story",4,35
1440,Trackmania Club Access (1 Year Subscription) - PC [Online Game Code],29.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,1,9,7,2,7,2021,5,0,0,1,0,"Experience player-made tracks with the Track of the Day, Arcade Channel, and Club online rooms and campaigns.
Create skins and replays. Build and share tracks with the advanced track editor.
Compete in the daily and monthly competitions, and the Open Grand League.
Join and create your clubs to share and enjoy exclusive creations and activities.
Keep the advanced editor, the 365 Track of the Day, and the 100 official tracks after your access expires.",5,74
1452,Vampire: The Masquerade - Bloodlines 2 [Online Game Code],59.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,18,3,0,31,12,2022,7,0,0,1,0,"Seattle has been under Kindred rule since the 1850s. While the city has changed, you can use the Bloodlines 2: First Blood Pack to go back to a darker, bloodier time.
Pre-Order Vampire: The Masquerade - Bloodlines 2 today for exclusive early access to the First Blood Pack, delivered at Day 1.",2,52
1454,Guild Wars 2: End of Dragons Deluxe [Online Game Code],54.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,39,3,0,28,2,2022,6,3,0,1,0,"PRE-ORDER and receive a Flame Serpent Weapon Chest, Shing Jea Mosaic Cape, and Prodigy of Shing Jea Title
Shared Inventory Slot & Max Level Boost
Additional Character Slot
Shing Jea Dragon Boat Skiff Skin
Canthan Raptor Skin & Identity Repair Kit",5,41
1463,Agents of Mayhem: Total Mayhem Bundle [Online Game Code],43.4,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,26,1,0,15,10,2017,6,5,0,1,0,"Agents of MAYHEM is the latest open-world, third-person action game from the creators of the Saints Row franchise!
In Agents of MAYHEM, you run a no-holds barred operation against a shadowy super-villain organization known only as LEGION and their mysterious leader, the Morningstar.",2,43
1498,Tales from the Borderlands Standard - PC [Online Game Code],19.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,6,1,1,17,2,2021,5,0,0,1,0,"Includes all five episodes of Tales from the Borderlands
Experience an adventure from the perspectives of two very different protagonists: Hyperion lackey Rhys and quick-witted con artist Fiona
Every choice you make drives the story forward, letting you tailor your journey and shape your relationships as you see fit",3,49
1533,Fashioning Little Miss Lonesome / from Manga Gamer,30.37,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,85,20,0,0,0,0,4,3,2,1,0,0,0,0
1557,Trackmania Standard Access (1 Year Subscription) - PC [Online Game Code],9.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,1,9,7,2,7,2021,5,0,0,1,0,"Enjoy friendly team play with Royal and Ranked Matchmaking modes.
Experience player-made tracks with the Track of the Day, Arcade Channel, and Club online rooms and campaigns.
Create skins and replays. Build and share tracks with the advanced track editor.
Compete with players from all around the world and represent your country in the daily and monthly competitions.
Keep access to the advanced editor, the 365 Track of the Day, and the 100 official tracks after your access expires.",5,79
1571,The Sims 3: Supernatural (Mac/PC DVD),25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,112,7,0,0,0,0,17,0,2,1,0,0,0,0
1583,Giga Mech Games Okko Chronicles: The House of Jade Pleasures (Expansion for Okko Chronicles: Cycle of Water – Quest into Darkness)(2-5 Players),25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,112,20,0,0,0,0,0,0,0,0,1,"
Make sure this fits by entering your model number.
Make sure this fits by entering your model number.
by entering your model number.
This expansion will transport you to sulphurous houses of pleasure and games, held by the formidable Yakuza clan of mother-of-pearl fans. Okko and his companions will have to beware of some poisonous geisha and their customers.
In addition, we propose to embody a new Hero in the person of Anko Kaori, specially created by HUB for the game. This orphan has every reason to begrudge the dangerous clan of Yakuza and she trained all her young life to quell her vengeance. Now master of the art of nunjitsu, she is also marked by a strange dragon tattoo that gives her unique powers.
- 5 Kunoïchis figurines and their reference cards
- New guards profiles
- 1 new heroine: Anko Kaori",9,143
1602,Chip [Online Game Code],4.99,1.45,-1,-1.0,-1,-1,-1,-1,-1,-1,112,1,0,25,4,2014,9,0,0,1,0,"Chip is an isometric puzzle game with robots, electricity and fancy dress! The player must help recharge Chip - a plucky little red robot - who has been imprisoned by the nefarious villain, Rust.
The player will interact with a wide variety of objects such as cannons, mirrors, and magnets in order to direct a blob of energy to Chip and save him from his grisly fate! Players must utilise their whimsical puzzle-solving prowess by tapping, moving, and rotating these objects to achieve victory.",2,84
1616,FIFA International Soccer: Gold Edition,25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,112,16,0,0,0,0,0,0,1,1,0,0,0,0
1653,Fables of the Kingdom 2 Collector's Edition [Download],14.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,7,15,0,2,6,2017,6,2,0,1,0,"Find your way across a marvelous kingdom and save the king’s life
Solve dozens of challenging Click-Management levels
Enjoy beautiful graphics and defeat treacherous enemies
Dive into a brand-new Click-Management fantasy adventure in the sequel to ""Fables of the Kingdom""! !
Exclusive Collector's Edition extras: More fun in numerous additional bonus levels, included detailed strategy guide, beautiful wallpapers and more cool extras!",5,62
1682,Pillars of Eternity II: Deadfire - Obsidian Edition [Online Game Code],74.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,112,3,0,8,5,2018,17,15,0,1,0,"Immerse yourself in a deeper single player RPG game experience - enriched with cutting edge technology and features, Deadfire builds on the foundation of classic D&D gameplay with vastly improved graphics, deeper game mechanics and a whole new hand-crafted adventure where choices truly matter.
Build your party and customize your companions – choose from 7 different companions to join you on your quest and assign multiple classes and deeper abilities for each. Witness their personal relationships and interactions unfold with the addition of the new companion system.
Captain your ship across the seas – as your stronghold on the seas, your ship is much more than simply a vessel for exploring. Upgrade your ship and crew and choose what skills you improve in order to survive dangerous encounters along the way.",3,131
1686,Trials Rising Expansion Pass [Online Game Code],14.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,1,9,0,26,2,2019,17,0,0,1,0,"Ride the famous Route 66 and explore the epic Southwest region of the states, with an American football player outfit included.
Go beyond the equator to explore the Southern Hemisphere! Ride across icy Antarctica, the mountains of Peru, and more!
Defy the laws of gravity by flying through rings of fire on the Engraved Retro Bike with the Stuntman Rider Pack!
Slash through the tracks with the Samurai Item pack! The ancient sprits will guide you with your helmet and Shuriken rims.",4,82
1699,Command & Conquer Remastered Collection: Special Edition -25th Anniversary - PC - Exclusive Limited Edition Box Set,25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,112,4,4,0,0,0,5,0,1,1,0,"COMMAND AND CONQUER REMASTERED COLLECTION FOR PC
TIBERIUM CRYSTAL USB WITH REMASTERED OST
119 TRACKS WITH OVER 7 HOURS OF MUSIC!
REVERSIBLE POSTER
FACTION ENAMEL PINS (4)",5,27
1709,Rebel Cops Standard - PC [Online Game Code],9.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,5,4,0,17,9,2019,9,9,0,1,0,"Viktor Zuev, a sadistic crime boss new on the scene, has quickly taken the town of Ripton by the throat. The community's leaders and even the local police have surrendered to his will. A master of intimidation and blackmail, Zuev has seized every major business in town, all of which he now controls as his own private fiefdom. But an outlaw band of renegade cops refuse to bow. With little hope of success, they fight on -- for justice, and the soul of their town.
You're fighting a guerilla war, out-manned and out-gunned. Use concealment and cover, approach the enemy quietly, and take them down before they can raise the alarm. You have at your disposal an arsenal of non-lethal weapons and equipment, as well as special tactical perks, which you can unlock as you upgrade your rebels. True, sometimes violence seems inevitable, but when the time comes, don't hesitate: neither you nor the criminals have health bars. When someone is shot, they'll bleed out quickly, and getting a bullet in the head means instant death.
Rebel Cops features not only compact operations where you need to fight for every inch of ground, but also large open locations to explore -- the sandbox levels. Search each room, crack open safes and vaults, try to get into inaccessible areas -- and grab everything that looks useful. Stay together and proceed with caution, or accept the risks, fan out, and try to explore every corner.
Zuev's mercilessness is the key to his power. Can you defeat him without playing by his rules? Will you answer the needs of the desperate townspeople, even if it means putting the whole operation at risk? Will you spare civilian guards who are only doing their jobs? Some say that in war, you have to do whatever it takes to survive, but remember: reputation is more valuable than money. Bad blood on the street can easily put your good name in the mud. Merchants will refuse to do business with you, and even some of your own people might turn their backs on you.",4,347
1732,Fast & Furious Crossroads Standard Edition - PC [Online Game Code],59.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,19,1,0,7,8,2020,4,3,0,1,0,"PLAY AS THE CREW — Rev-up for an oﬃcial new chapter in the Fast & Furious universe as the blockbuster ﬁlm series’ Dom, Letty and Roman – voiced by original ﬁlm talent – return and put you at the center of the story. — Featuring new crew members Vienna, voiced by Sonequa Martin-Green (The Walking Dead, Star Trek: Discovery), and Cam, voiced by
GEAR UP FOR ALL THE CARS, GADGETS, AND LOCATIONS — Drive iconic cars all curated with Dennis McCarthy, the oﬃcial Fast & Furious car coordinator. — Go on thrilling adventures across the globe – from the hot sands of Morocco and the glitz of Athens and Barcelona to the neon-lit streets of New Orleans. — Deploy familiar gadgets from the movies and explore new ones to take down the enemy.
TEAM UP FOR UNIQUE MULTIPLAYER FUN — Get your own crew online for revolutionary team-based action. — Level up to unlock new cars, customizations, gadget upgrades, vehicle wraps, personalization items, and more. — Unlock bonus content. — Track and compare your Fast & Furious Crossroads experience with all your stats, match histories, achievements, trophies, and more with friends via the God’s Eye-like MOSAIC system.",3,197
1745,Expeditions: Rome - PC,44.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,5,4,0,0,0,0,4,0,2,1,0,"Create your own Roman Legatus! Customize your character's look, gender, class, and skills to match your playstyle and role-playing fantasy
Engage in tactical turn-based combat powered by an extensive skill-based action system where every weapon changes your potency on the battlefield
Adventure with 5 unique companions discovering their extensive backstories and unique personalities
Explore a beautifully realized, colorful world across many different environments, including North Africa, Greece, Gaul, and Rome herself
Experience a historically inspired story of political intrigue and personal drama through a fully voiced narrative where choices matter and consequences are far-reaching",5,94
1752,The Guild 3 - Aristocratic Edition,25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,5,4,0,0,0,0,4,3,2,1,0,"
Make sure this fits by entering your model number.
Make sure this fits by entering your model number.
by entering your model number.
Forge your dynasty and create your own ""goal"" of the game: become sovereign (with ""good"" or ""evil"" behavior), dominate the city or the whole scenario or annihilate all of your competitors
Replay ability - AI makes every scenario look, feel, and play differently, as the need and desire based system influences the AI behavior in a (seemingly) random way
Multiplayer with Coop or Free Play Mode; Choose between objective (story) driven or free play to create and break alliances at will
Deal with both random-based global events, e.g. famine, plagues, war, fires, as well as actions from other players (or yourself) like revolts in neighborhoods and trade embargos
Character / Dynasty Evolution - There is a complex tree of skills, professions, actions and bonuses waiting to be unlocked",9,151
1757,Pineview Drive [Online Game Code],19.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,112,2,0,31,7,2014,1,5,0,1,0,"Active Steam account required for activation, download and play
30 in-game days: Each one allows you to delve further into the secrets of the house on Pineview Drive
Every move and reaction is being watched: Do not get yourself worked up or you will lose precious health
Premium sound scenery and effects: Every tone will run your blood cold
Breathtaking horror atmosphere: Face your deepest fears within the house",5,69
1765,Ember [Online Game Code],9.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,57,2,0,9,9,2016,9,0,0,1,0,"Classic-style RPG with 30+ hours of epic adventure
Adventure with different companions with their own backstory quests",2,17
1777,Sims 3: Showtime /pc,25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,0,7,0,0,0,0,17,0,2,1,0,"
Make sure this fits by entering your model number.
Make sure this fits by entering your model number.
by entering your model number.
Your Sims can live the dream as Singers, Performers, Magicians, and DJs. Watch them rise to fame-or go down in flames as they perform for other Sims.
All-new social features: chat with friends, post to their walls, give status updates, and create friends lists
Send your Sims to a friend's game and have your friend's Sim come to your game with SimPort
Create your own venue! Build a swanky concert hall, a massive stadium, or an indie club. How the stage is built will influence your Sims' performance and career progression
OS: XP SP2 / Vista SP1 / Windows 7",9,123
1780,Guild Wars 2: End of Dragons Standard [Online Game Code],29.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,39,3,0,28,2,2022,6,3,0,1,0,"PRE-ORDER and receive a Flame Serpent Weapon Chest & Shing Jea Mosaic Cape
Prodigy of Shing Jea Title
Shared Inventory Slot
Max Level Boost",4,24
1814,Francis Drake Board Game Bundle of Base Game and The 2 & 6 Player Expansion Plus a Treasure Chest Buttons,25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,112,4,0,0,0,0,0,0,0,0,1,"
Make sure this fits by entering your model number.
Make sure this fits by entering your model number.
by entering your model number.
This bundle contains the Francis Drake board game and the 2 & 6 player expansions plus a treasure chest pin back button.
In Francis Drake, players return to a bustling Plymouth Harbour in 1572 as an aspiring Elizabethan captain making preparations for three exciting voyages to the Spanish Main, searching for fame and fortune! As such captains, players will have to plan their missions and provision their ships accordingly. This is a race to see who can set sail and reach the Spanish Main first. The riches of the Aztec and Inca Empires await these swashbuckling captains.
The 2-Player Game employs a 3rd “non-player”, the decisions on Plymouth Street remain as challenging as ever and with different parts of the map blocked off on each voyage, competition for Spanish galleons, forts and treasure remain intense.
The 6 Player Game adds a new set of 16 Location Tiles (specific for 6 players) and provides enough goods on Plymouth Street to keep the competition for the best items fierce. The Caribbean phase of the game is very tight now with the 6 “would-be Drakes” racing for Spanish conquests, gold & silver.
Bonus Treasure Chest Pin Back Button",9,218
1822,Quarantine [Online Game Code],9.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,57,3,0,24,5,2017,5,0,0,1,0,"Immersive Graphics and Authentic Setting. Inspired by real-world science and epidemic response, experience the tough choices and nail-biting suspense in this modern fight for humanity.
Battle Against 3 Lethal Pathogens: virus, bacteria, and prion — each with unique behaviors and devastating effects",2,42
1861,Battle Arena Toshinden 2 [PC Game],25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,112,1,0,0,0,0,17,0,1,0,0,Himitsu Kessha founded the annual Toshinden tournament featuring strong combatants from all around the world.,1,15
1886,Pet Shop Hop,14.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,112,4,0,0,0,0,17,0,1,1,0,"Hop to it in order to save your family's pet shop from being gobbled up by MegaPet Superstore!
Sell pets and accessories to challenging customers!
Keep the shop clean, the animals fed, and use tips to upgrade the decor or your resources!
2 game modes: Story & Challenge. Over 50 levels of game play!
Windows XP, Vista, 7, 8 compatible",5,60
1890,Call of Duty: Black Ops II - African Flags of the World Calling Card Pack [Online Game Code],0.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,2,1,0,12,4,2013,2,2,0,1,0,0,0,0
1891,Light Crusader [Online Game Code],2.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,13,3,0,26,1,2011,2,2,0,1,0,"I am David Lander, swordsman in the service of the great King Frederick of Whitewood
A few days ago, I was sent by my lord to an audience with King Weeden of this land of Green Row. Trembling, King Weeden informed me that his townspeople have been disappearing daily.",2,49
1898,Atari: 80 Classic Games in One!,25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,15,8,0,0,0,0,17,1,1,0,0,video game,1,2
1915,Children of Zodiarcs Collector's Edition [Online Game Code],17.6,5.26,-1,-1.0,-1,-1,-1,-1,-1,-1,108,3,0,17,7,2017,6,3,0,1,0,"Combat Cards - Each of your party members’ attacks & abilities are bound to combat cards. Drawing different cards during battle provides you with ever changing combat possibilities every time you fight!
Empower Cards through Dice - Once you’ve chosen your attack, physics based dice allow you to roll for bonuses! Favoring symbols over numbers, these dice deliver attack, defence, healing, and special ability modifiers.
Influencing Lady Luck - To add yet more layers of stratagem to Children of Zodiarcs, you can craft dice to favour your play style, and re-roll up to two dice every time you throw. You need not fear being at Lady Luck’s mercy!
A World Full of Characters - Along the way you’ll come to learn about Nahmi - stolen from her homeland as a child, Brice - forced to survive on the mean streets of Torus; Zirchhoff - a charismatic bandit leader who employs young orphans to do his bidding: as well as many more mischief makers.
Building Decks - Each playable character comes with their own customisable deck. This allows you to tailor their skillset to the types of attacks and abilities you want to have in your hand during the heat of combat.",5,201
1977,Override: Mech City Brawl - Super Charged Mega Edition - PC,10.0,29.99,-1,-1.0,-1,-1,-1,-1,-1,-1,31,1,0,0,0,0,4,0,4,1,0,"More metis more mayhem - Super charged Mega Edition includes Season Pass with 4 extra metis, 16 new Skins post-launch, & Instant access to 12 legendary Skins normally unlocked in the standard Edition
Supercharged metis - pilot 12 outrageous metis of epic, skyscraper-sized proportions, each with diverse fighting styles and unique skills
Real-world locations - destroy 3D arenas modeled after actual cities and countries, including Tokyo, Egypt, San Francisco, and Mexico
Multiple game modes - challenge other players in local and online versus & co-op modes and experience override's story in a single-player campaign
Party co-op - Gather 2 to 4 friends to engage in party co-op where each player is responsible for One part of a towering much",5,119
2001,Trials Rising - Sixty Six [Online Game Code],5.99,2.0,-1,-1.0,-1,-1,-1,-1,-1,-1,1,9,0,16,4,2019,7,0,0,1,0,"Ride the famous Route 66 and explore the epic Southwest region of the states, with an American football player outfit included.",1,21
2011,Them - The Summoning [Online Game Code],4.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,112,2,0,1,8,2014,1,1,0,1,0,"Active Steam account required for download, installation and play.
Beautifully realistic hidden object scenes abound in this gripping adventure.
Follow your instincts to uncover your past and play games with destiny.
Stay ahead of the law to clear your name and find a true murderer.
Find cleverly concealed items, solve perplexing puzzles, and more.",5,54
2044,Jack The Ripper,25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,21,2,1,0,0,0,17,0,4,1,0,"
Make sure this fits by entering your model number.
Make sure this fits by entering your model number.
by entering your model number.
Numerous interesting characters to interact with",5,29
2048,"Steamforged Games Resident Evil 2: Survival Horror Expansion, Multi-Colored (SFRE2-003)",25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,112,20,0,0,0,0,0,0,0,0,1,"
Make sure this fits by entering your model number.
Make sure this fits by entering your model number.
by entering your model number.
The Survival Horror expansion is packed with new content for your games of Resident Evil 2: The Board Game
Five unique new survivor characters, advanced versions of two characters from the core game, new weapons, bizarre new enemies
A new game mode, and two completely new scenarios featuring player vs player characters!
If you're looking to add an extra challenge and depth to your games or just want to see the world burn, this expansion is your ideal accompaniment.
13 Highly Detailed Plastic Miniatures, 38 Cards, 1 Expansion Booklet",9,112
2051,Shadowrun Chronicles: Infected [Online Game Code],29.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,5,4,0,10,12,2015,4,3,0,1,0,"Combines the Shadowrun Chronicles: Boston Lockdown and the INFECTED! campaigns into one game
Run and Gun! Gripping and deadly tactical turn-based combat in true Shadowrun style: Choose from a wide array of skill groups, magic, technology and weapons to survive!
Every move counts! Dive behind cover, find alternate routes with clever use of your skills, send your drones or spirits into battle and use any weapon at your disposal to make it out alive.",3,74
2059,Leder Games | Vast: The Haunted Hallways Expansion,25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,112,4,0,0,0,0,0,0,0,0,1,"
Make sure this fits by entering your model number.
Make sure this fits by entering your model number.
by entering your model number.
Delve deeper into the Mysterious Manor with this expansion!
Tell new stories by playing with two new roles and a bunch of new Skeletons, and upgrade your set with forty-five detailed new miniatures.
You will need the Vast: Mysterious Manor base game to play this expansion.
1-5 players, ages 10+, 60-120 minute play time",8,77
2062,Star Wars Edge of the Empire Fly Casual EXPANSION | Roleplaying Game | Strategy Game For Adults and Kids | Ages 10 and up | 3-5 Players | Average Playtime 1 Hour | Made by Fantasy Flight Games,25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,104,18,0,0,0,0,0,0,0,0,1,"
Make sure this fits by entering your model number.
Make sure this fits by entering your model number.
by entering your model number.
THIS IS AN EXPANSION FOR STAR WARS EDGE OF THE EMPIRE ROLEPLAYING GAME. This is not a complete game experience. A copy of Star Wars Edge of the Empire Roleplaying Game is required to play.
PREPARE FOR ADVENTURE IN THE STAR WARS GALAXY: Participate in grim and gritty adventures in places where morality is gray and nothing is certain. Ply your trade as a smuggler in the Outer Rim, collect bounties on the scum that live in the shadows of Coruscant, or try to establish a new colony on a planet beneath the Empire’s notice.
FLY CASUAL: Risk and opportunity are two sides of the same coin, and in a galaxy riven by war, opportunities abound for those willing to take the risks. For the men and women drawn to this lifestyle, its opportunities, its freedoms, and its thrills, this sourcebook offers a terrific haul of new character options, equipment, ships, modifications, and potential jobs.
A SOURCEBOOK FOR SMUGGLERS: Bring Smuggler themes, encounters, and stories into larger campaigns with this 96-page sourcebook that adds expanded character options including Motivations, Obligations, species, and specializations. New signature abilities allow Smugglers to beat the odds and slip past any obstacle. Ships, vehicles, and equipment help stay a step ahead of the law.
NUMBER OF PLAYERS AND AVERAGE PLAYTIME: Star Wars Edge of the Empire is an exciting roleplaying game for adults and kids designed for 3 to 5 players and is suitable for ages 10 and older. The average playtime is approximately one hour.",9,274
2063,Chessbase Tutorials: STARTING CHESS (Fritz Training Series) [Download],24.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,25,4,0,12,8,2013,1,1,0,1,0,"Learn the game of chess in this introductory training course featuring Chess Grandmaster, Daniel King
Learn how the pieces move and how to checkmate. Learn the winning tactics & strategies of the world’s greatest chess players
From the makers of the award-winning FRITZ CHESS series, integrate this tutorial into your FRITZ game experience and learn the Game of Kings from this noted expert!
Works with Fritz Chess 12 and higher or as a standalone with the included Chessbase app",4,79
2078,Pro Rugby Manager 2015 [Online Game Code],9.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,57,7,0,18,9,2014,2,2,0,1,0,"Choose the key members of your staff, develop your facilities to reach pro level
Choose the best training, the starting XV and coach your roster to avoid fatigue: injuries can happen!",2,31
2082,Blizzard BATTLE.NET Authenticator/ PC,25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,15,3,0,0,0,0,0,0,0,1,0,0,0,0
2084,Crusader Kings 2: Finno-Ugric Pack [Online Game Code],1.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,18,4,0,14,2,2014,1,1,0,1,0,"Online Game Codes are codes you can redeem via your computer, console, or handheld device for various subscriptions, points, or games.
Please check the system requirements to verify this game works with your computer and/or operating system before purchase.
You can also shop for digital games on your mobile device.",3,50
2104,Flowers Mosaics [Download],6.89,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,7,5,0,23,4,2018,6,2,0,1,0,"Young, old, small, tall, beginner, expert - Mosaic fun for everyone
Over 100 colorful levels full of new challenges
A calming soundtrack from another world
The acclaimed follow-up of the all-time classic ""Spring Mosaics""",4,34
2142,Patriots & Redcoats - Collectors Edition - Game,25.601010971787296,1.426849529780564,-1,-1.0,-1,-1,-1,-1,-1,-1,112,18,0,0,0,0,0,0,0,0,1,"
Make sure this fits by entering your model number.
Make sure this fits by entering your model number.
by entering your model number.
Total Revolutionary War Experience",5,27
2164,ONE PIECE World Seeker [Standard Pre-Purchase] [Online Game Code],59.99,0.0,-1,-1.0,-1,-1,-1,-1,-1,-1,19,2,0,14,3,2019,6,5,0,1,0,"ONE PIECE ADVENTURE WITH OPEN FIELDS TO EXPLORE
EXPLORE SEAMLESS AND EXPANSIVE AREAS IN AN ALL-NEW ADVENTURE
EXPERIENCE AN EPIC NEW STORY FROM LUFFY’S POINT OF VIEW WITH ALL OF HIS GUM-GUM ABILITIES. ALSO INCLUDES ISLAND EXPLORATION MISSION AND 2 COSTUMES",3,41
